utt,labels,tokenized
I was so slow and then just,['Precedence'],[11]
did I'm feeling so slow right now as the as the,['YesNoQuestion'],[18]
guy,['0'],[0]
do playing it 5fps that's hurting,['Instruction'],[19]
I think we did great,['0'],[0]
yeah I mean we got over half the points,['0'],[0]
crank 90s on these casualties,['0'],[0]
red,['0'],[0]
okay thanks,['0'],[0]
this is transporter just finished the survey,['Transporter'],[5]
who's engineer and finished as well,['Engineer'],[4]
and this is medic I'm also done,['Medic'],[6]
other Red Door still there,['0'],[0]
transporter here I'm back,['Transporter'],[5]
this is medic I'm back,['Medic'],[6]
transport,['Transporter'],[5]
ready,['0'],[0]
this is medic should I got a message on slack through parsec should I open it,"['Medic', 'YesNoQuestion', 'YesNoQuestion']","[6, 18, 18]"
okay I will not,['0'],[0]
no don't worry about it you're good,['0'],[0]
wait did you say transporter I'm back,"['Transporter', 'YesNoQuestion']","[5, 18]"
sorry about that,['0'],[0]
yeah sorry,['0'],[0]
okay guys I'm thinking we should focus on the left side instead of the right side,['Plan'],[20]
oh sorry whoops all right,['0'],[0]
yeah,['0'],[0]
okay so we kind of got fucked on the doors last game so what I'm thinking what I'm thinking is if we focus on the left side I think there's going to be a lot more where it's just a single door with multiple victims in it,"['Plan', 'Plan', 'Victim']","[20, 20, 2]"
friend,['0'],[0]
yeah that's that's a good idea because I kept as medic I kept getting in situations where I was just kind of Trapped in a room and waiting for engineer to make the painful Trek across the map to come rescue me,"['HelpRequest', 'Engineer', 'Medic', 'RescueInteractions']","[16, 4, 6, 12]"
yeah,['0'],[0]
exactly and then also,['Precedence'],[11]
okay,['0'],[0]
there's a lot of damage on the left side like we have one c a b d yeah there's like five damaged rooms in there and that's all in the left hand side so it'll be a good place to focus,['KnowledgeSharing'],[13]
do you have the,['YesNoQuestion'],[18]
door room numbers for the damaged rooms,['0'],[0]
there was a meeting there so,"['KnowledgeSharing', 'Meeting']","[13, 9]"
yeah so yeah so I can start off in A1 and then go up to b 2,"['Room', 'Plan', 'Plan', 'Precedence', 'Precedence']","[3, 20, 20, 11, 11]"
which meetings,['Meeting'],[9]
okay there's also a meeting there I have a list of Zoom meeting and Facilities meeting,"['Meeting', 'Meeting', 'Meeting']","[9, 9, 9]"
okay well for this,['0'],[0]
okay because zoom2 meeting got canceled both of the zoom or Zoom meeting and zoom2,"['Meeting', 'Meeting']","[9, 9]"
yeah,['0'],[0]
okay so there is,['0'],[0]
clear ones we can just enter right we can just not even show up,"['Move', 'Plan', 'Plan']","[10, 20, 20]"
yeah so both A1 and A4 but B2 is facilities meeting,"['Room', 'Room', 'Room', 'Meeting']","[3, 3, 3, 9]"
hmm,['0'],[0]
your list me all of the meetings that were canceled today,['Meeting'],[9]
that'll be the storage reorganization the zoom meeting in the zoom2 from office,['Meeting'],[9]
okay and then does,['Precedence'],[11]
what was the other information because I have one two three four five six I have six rooms where were meetings were not cancelled where there was planned meetings and that is B2 B6 D4 F4 i2a and M1,"['Room', 'Room', 'Room', 'Room', 'Room', 'Meeting', 'Meeting', 'Plan', 'Question']","[3, 3, 3, 3, 3, 9, 9, 20, 17]"
so for me the technical exchange the lunch and the management have the most attendees,['Meeting'],[9]
technical Exchange,['0'],[0]
all the room B is mention have known damaged by the way like B6 M1 into it,"['Room', 'Instruction', 'Room']","[3, 19, 3]"
okay,['0'],[0]
okay good to know,['0'],[0]
yeah,['0'],[0]
and I case yeah if we want to just start out doing the same strategy before here on the left side like leftmost and then just work back,"['Plan', 'Precedence', 'Precedence']","[20, 11, 11]"
I'm going through and marking,['0'],[0]
make sure to look at B2 and B6 when you have the chance because I have a feeling there's going to be critical in there,"['Room', 'Room']","[3, 3]"
okay,['0'],[0]
yeah especially B6 that one should be pretty happy,['Room'],[3]
yeah,['0'],[0]
yeah B2 is got critical in there,['Room'],[3]
yeah A1 have nothing,['Room'],[3]
make sure market with the,['0'],[0]
B6 is can be six is completely covered up by gravel engineer if you want to come up here and there's critical Zone there yep sorry,"['Room', 'Plan', 'Engineer', 'Move', 'Rubble']","[3, 20, 4, 10, 7]"
make sure the market,['0'],[0]
I2 going to b 2,['Room'],[3]
yeah there's loads of critical Zone over here,['0'],[0]
all right,['0'],[0]
awesome I'll start moving those,"['Plan', 'Move']","[20, 10]"
B6 is clear then we got A3 critical Zone B6 that's really a good place to start,"['Room', 'Room', 'Room', 'Precedence']","[3, 3, 3, 11]"
yeah that probably the place to go,['0'],[0]
yeah this is medical someone join me in B6 of bacon,['Room'],[3]
yeah,['0'],[0]
alrighty,['0'],[0]
are all three of these critical,['0'],[0]
okay Roger that I'll start moving them,"['Plan', 'Move']","[20, 10]"
yep L3,['Room'],[3]
engineer you close to A3 help me of the critical,"['Room', 'CriticalVictim', 'Engineer', 'Instruction']","[3, 1, 4, 19]"
B3,['Room'],[3]
oh I am also trapped in A3 A's and Adam,"['Room', 'HelpRequest']","[3, 16]"
all right,['0'],[0]
all right,['0'],[0]
all right there's a critical that way this way,"['CriticalVictim', 'KnowledgeSharing']","[1, 13]"
I'm going to put,['Plan'],[20]
the no victim sign next to the C ones just so there's a marker next to them,"['CriticalVictim', 'KnowledgeSharing', 'MarkerBlock', 'Victim']","[1, 13, 8, 2]"
okay,['0'],[0]
it should be clear,['0'],[0]
another option you could do is since we don't need it right now do you want to put just like the SOS marker is down,"['MarkerBlock', 'YesNoQuestion']","[8, 18]"
yeah um can someone come with me to B2,"['Room', 'Move', 'YesNoQuestion']","[3, 10, 18]"
I'll be back there in a sec,['Plan'],[20]
D2 yeah,['Room'],[3]
engineer is coming I'm good,['Engineer'],[4]
right here,['0'],[0]
okay and then yeah just the the SOS markers or something because,"['MarkerBlock', 'Precedence']","[8, 11]"
if my wish were walking past everything,['0'],[0]
yeah,['0'],[0]
then we don't end up mistaking it for thinking we already cleared that spot,['Precedence'],[11]
gotcha,['0'],[0]
do you want me to put that next to the ones that,['YesNoQuestion'],[18]
armored A and B as well,['0'],[0]
all right,['0'],[0]
no you don't need to just the just the critical ones,['CriticalVictim'],[1]
transporter was there another victim in b 1,['Transporter'],[5]
I don't believe so but I have zero confidence on that,['0'],[0]
okay because I went through earlier and I didn't see another one so I'm marking it clear for now,['0'],[0]
okay,['0'],[0]
I can do a quick run through here in a sec,['Plan'],[20]
clear out D4 it now,['Room'],[3]
awesome I'm double-checking B1,"['Room', 'ReportLocation']","[3, 14]"
there is a critical and,"['CriticalVictim', 'KnowledgeSharing']","[1, 13]"
critical and normal one and D4,"['Room', 'Victim']","[3, 2]"
and then that B1 is totally clear,"['Room', 'Precedence']","[3, 11]"
yeah,['0'],[0]
transporter do you want to look at A4 as well when you have the chance we have F4 i2a and M1,"['Room', 'Room', 'Room', 'Search', 'Transporter', 'YesNoQuestion']","[3, 3, 3, 15, 5, 18]"
awesome I'll go and check F4 here next I'm just marking one last role of victim,"['Plan', 'Plan', 'Room', 'Move', 'Search', 'Victim']","[20, 20, 3, 10, 15, 2]"
okay,['0'],[0]
A4 has Rubble I'll come back over that one,"['Room', 'Plan', 'Move', 'Rubble']","[3, 20, 10, 7]"
I'm going to move these ones down here these victims,"['Plan', 'Move', 'Victim']","[20, 10, 2]"
all right,['0'],[0]
medic do you need someone to wake up uh correction there's rubble down here,"['KnowledgeSharing', 'Medic', 'Rubble', 'YesNoQuestion']","[13, 6, 7, 18]"
medic you're locked in,['Medic'],[6]
Alright noted,['0'],[0]
which one,['0'],[0]
right there,['0'],[0]
I am putting a victim type A outside the door,['Victim'],[2]
okay I put an SOS down for you,['0'],[0]
appreciated there's also a critical victim in here someone,"['CriticalVictim', 'KnowledgeSharing']","[1, 13]"
c c a customer doesn't it,['0'],[0]
yes,['0'],[0]
open through room country the top,['0'],[0]
I'm taking care of that a victim,['Victim'],[2]
and engineer,['Engineer'],[4]
engineer you're on the way to the SOS right,['Engineer'],[4]
yeah I'm coming,['Move'],[10]
okay,['0'],[0]
when you come I have a critical victim in here,"['CriticalVictim', 'KnowledgeSharing']","[1, 13]"
you are good,['0'],[0]
sorry I'm fine pass because the leg,['0'],[0]
C6 is clear,['Room'],[3]
can you come in here enter here,"['Move', 'YesNoQuestion']","[10, 18]"
or yeah,['0'],[0]
and actually you will have an engineer you can cover door just to let us out,"['Plan', 'Engineer', 'Plan']","[20, 4, 20]"
perfect,['0'],[0]
the one time I Stay,['0'],[0]
thank you,['0'],[0]
okay,['0'],[0]
and then yeah we've got most we got the left side clear doubt at this point,['Precedence'],[11]
yeah,['0'],[0]
yo,['0'],[0]
Ian just start running through the rest of the rooms engineer where are you,"['Engineer', 'Question']","[4, 17]"
C I was gonna go over there,['0'],[0]
four,['0'],[0]
I am currently stuck in C3,"['HelpRequest', 'Room']","[16, 3]"
C3 k,['Room'],[3]
and there's also a critical in here,"['CriticalVictim', 'KnowledgeSharing']","[1, 13]"
and,['0'],[0]
oh shit I just realized this is going to sound,['0'],[0]
has you been revived yet or no,['YesNoQuestion'],[18]
uh no not yet I did,['0'],[0]
well closer,['0'],[0]
this is going to sound really dumb I just realized all the rooms have fucking labels on them,['0'],[0]
engineer can you come a little closer,"['Engineer', 'Plan', 'YesNoQuestion']","[4, 20, 18]"
and engineer can you free me again,"['Engineer', 'YesNoQuestion']","[4, 18]"
perfect dude I just froze like crazy,['0'],[0]
no lag Spike there,['0'],[0]
thanks,['0'],[0]
and this is the day,['0'],[0]
I'll drop them,['Plan'],[20]
that is a B I have,['0'],[0]
yeah,['0'],[0]
if you guys want to go into the middle if you see where I'm putting down all the SOS markers in here there's a critical behind at barrier if you want it TT mint,"['Plan', 'Plan', 'CriticalVictim', 'KnowledgeSharing', 'MarkerBlock']","[20, 20, 1, 13, 8]"
all right,['0'],[0]
C here,['0'],[0]
correction there's two critical Zone here so this would be a great place to go,['KnowledgeSharing'],[13]
I am currently in D4 and I have a critical of someone could help me,"['CriticalVictim', 'Room', 'Instruction', 'ReportLocation']","[1, 3, 19, 14]"
trapped,['HelpRequest'],[16]
and I'm also trapped yep,['HelpRequest'],[16]
all right,['0'],[0]
her friend by there's another spot right there you can go through,['Plan'],[20]
standby this critical for me,['0'],[0]
yeah,['0'],[0]
thank you,['0'],[0]
yeah our map is fucked,['0'],[0]
who who lost the GPS signal,['0'],[0]
that one this is a critical eye cannot see my map right now cool okay so,['CriticalVictim'],[1]
all right so G,['0'],[0]
e c,['0'],[0]
there's also a b make sure to come back for a transporter,['Transporter'],[5]
yep,['0'],[0]
99,['0'],[0]
and there was okay,['0'],[0]
I swear you'd think they'd give us but better GPS has,['0'],[0]
honestly,['0'],[0]
They seized budget,['0'],[0]
yeah,['0'],[0]
whereabouts did you all end up going,['YesNoQuestion'],[18]
I have there is an a outside of the C room,['0'],[0]
C,['0'],[0]
I'm a red red,['0'],[0]
and I'm going to bring a b victim there shortly,"['Plan', 'Victim', 'Victim']","[20, 2, 2]"
I can grab that eggs,['Plan'],[20]
okay and then if y'all wanted then rotate into that big Center Brown room I can I know where that is to be able to meet y'all there,"['Plan', 'Precedence', 'YesNoQuestion']","[20, 11, 18]"
all right,['0'],[0]
because you can double team there's at least two criticals in there,['Plan'],[20]
I'm an engineer I am trapped inside the place I was trapped before with the double doors transporter just walked past me,"['HelpRequest', 'HelpRequest', 'Engineer', 'Transporter']","[16, 16, 4, 5]"
why do you which one I see you guys,['0'],[0]
oh I see ya out by the the C entrance at the bottom and then right here,['Precedence'],[11]
he's coming,['0'],[0]
okay if you actually if you go this way this door this is where we need to be going,['Plan'],[20]
okay liebelei,['0'],[0]
into here around this way,['0'],[0]
there's going to be a door this way the engineer needs to break through,['Engineer'],[4]
alright right around the corner here,['0'],[0]
okay,['0'],[0]
and then there's a critical there's a critical down this way to that they need broken into the I just got blocked in as well,"['CriticalVictim', 'CriticalVictim', 'KnowledgeSharing', 'KnowledgeSharing', 'Precedence']","[1, 1, 13, 13, 11]"
gotta love that,['0'],[0]
maps,['0'],[0]
okay I've put a c down,['0'],[0]
Roger that taken care of the C I'll be back in a minute,['0'],[0]
that's anyone back here,['0'],[0]
don't nothing back there,['0'],[0]
this is a I probably going to get locked in this room engineer,['Engineer'],[4]
yeah I'd be surprised if you don't,['Plan'],[20]
yeah,['0'],[0]
could you come in there is a critical,"['CriticalVictim', 'YesNoQuestion']","[1, 18]"
well closer,['0'],[0]
are GPS is bag,['0'],[0]
all right,['0'],[0]
all right what kind was trapped me in,['HelpRequest'],[16]
yeah,['0'],[0]
okay so this is a c,['0'],[0]
nothing else back here,['0'],[0]
okay and then,['Precedence'],[11]
don't break that door down there and see if there's anything there,"['Plan', 'Instruction']","[20, 19]"
okay,['0'],[0]
yeah,['0'],[0]
yes I have an SOS that's a c,['0'],[0]
did y'all hear me earlier that the GPS is back okay Roger that,['0'],[0]
we are all good,['0'],[0]
do you want to start working on the green side,['YesNoQuestion'],[18]
the D4 should be cleared,['Room'],[3]
yeah,['0'],[0]
yeah let's go to i2a cuz it's a really critical one I think we should focus on getting,['CriticalVictim'],[1]
