utt,extractions
go down to H1,"[{'attachments': [], 'end_offset': 14, 'labels': ['H1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h1', 'span': 'H1', 'start_offset': 12}, {'arguments': {'direction': [{'attachments': [], 'end_offset': 8, 'labels': ['Down', 'Relative', 'Direction', 'Concept'], 'rule': 'down_directions', 'span': 'down', 'start_offset': 4}]}, 'attachments': [], 'end_offset': 8, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_direction', 'span': 'go down', 'start_offset': 1}]"
let's let's go to the we can go to G3 that's closer than H1 actually now let's go to H1 it's got H1 because there's a lot more people down there,"[{'attachments': [], 'end_offset': 38, 'labels': ['G3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_g3', 'span': 'G3', 'start_offset': 36}, {'attachments': [], 'end_offset': 88, 'labels': ['H1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h1', 'span': 'H1', 'start_offset': 86}, {'attachments': [], 'end_offset': 60, 'labels': ['H1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h1', 'span': 'H1', 'start_offset': 58}, {'attachments': [], 'end_offset': 100, 'labels': ['H1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h1', 'span': 'H1', 'start_offset': 98}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 15, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'go', 'start_offset': 13}]}, 'attachments': [], 'end_offset': 15, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command_topic_let', 'span': ""let 's go"", 'start_offset': 7}, {'attachments': [], 'end_offset': 4, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_let', 'span': 'let', 'start_offset': 1}, {'arguments': {'topic': [{'arguments': {'target': [{'attachments': [], 'end_offset': 145, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'there', 'start_offset': 140}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [7], 'text': 'we'}], 'end_offset': 145, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_deixis_action', 'span': ""go to G3 that 's closer than H1 actually now let 's go to H1 it 's got H1 because there 's a lot more people down there"", 'start_offset': 30}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [7], 'text': 'we'}], 'end_offset': 145, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': ""can go to G3 that 's closer than H1 actually now let 's go to H1 it 's got H1 because there 's a lot more people down there"", 'start_offset': 26}, {'arguments': {'target': [{'attachments': [], 'end_offset': 145, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'there', 'start_offset': 140}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [7], 'text': 'we'}], 'end_offset': 145, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_deixis_action', 'span': ""go to G3 that 's closer than H1 actually now let 's go to H1 it 's got H1 because there 's a lot more people down there"", 'start_offset': 30}]"
yep let's go,"[{'attachments': [], 'end_offset': 13, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command', 'span': 'go', 'start_offset': 11}, {'attachments': [], 'end_offset': 8, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_let', 'span': 'let', 'start_offset': 5}]"
and it's right by Zone C so it's easy to transport away I'm going the wrong way oops,[]
there's a,[]
what H1 the small room within H1 is a trap right,"[{'attachments': [], 'end_offset': 8, 'labels': ['H1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h1', 'span': 'H1', 'start_offset': 6}, {'attachments': [], 'end_offset': 33, 'labels': ['H1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h1', 'span': 'H1', 'start_offset': 31}]"
right right in here yeah but are you ready let me out of it so try going again,"[{'attachments': [], 'end_offset': 25, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 21}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 47, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'let', 'start_offset': 44}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [7], 'text': 'you'}], 'end_offset': 47, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'are you ready let', 'start_offset': 30}]"
I think it just re arms,[]
okay we'll go ahead and try,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'arguments': {'topic': [{'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [1], 'text': 'we'}, {'value': 'future'}], 'end_offset': 14, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'go', 'start_offset': 12}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [1], 'text': 'we'}, {'value': 'future'}], 'end_offset': 14, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will go', 'start_offset': 8}]"
you can come in here medic you can get in here he's on the other side of the injured person,"[{'arguments': {'topic': [{'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [0], 'text': 'you'}], 'end_offset': 13, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'come', 'start_offset': 9}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [0], 'text': 'you'}], 'end_offset': 13, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can come', 'start_offset': 5}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 39, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'get', 'start_offset': 36}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [6], 'text': 'you'}], 'end_offset': 39, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can get', 'start_offset': 32}, {'attachments': [], 'end_offset': 27, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 22}, {'attachments': [], 'end_offset': 92, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'person', 'start_offset': 86}]"
oh,[]
yeah it does,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}, {'attachments': [], 'end_offset': 5, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command', 'span': 'yeah', 'start_offset': 1}]"
got trapped we're trapped so okay this one this one is an a,"[{'attachments': [], 'end_offset': 34, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 30}, {'attachments': [], 'end_offset': 26, 'labels': ['AmTrapped', 'HelpRequest', 'Need', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'trapped_A', 'span': 'trapped', 'start_offset': 19}, {'attachments': [], 'end_offset': 12, 'labels': ['AmTrapped', 'HelpRequest', 'Need', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'trapped_A', 'span': 'trapped', 'start_offset': 5}]"
I'm going to transport the critical victim,"[{'attachments': [], 'end_offset': 43, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 28}, {'arguments': {'target': [{'arguments': {'victim': [{'attachments': [], 'end_offset': 43, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 28}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [0], 'text': 'I'}, {'value': 'future'}], 'end_offset': 43, 'labels': ['MoveVictim', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_victim', 'span': 'transport the critical victim', 'start_offset': 14}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [0], 'text': 'I'}, {'value': 'future'}], 'end_offset': 43, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'DeliberateFutGALLUP', 'span': 'going to transport the critical victim', 'start_offset': 5}, {'arguments': {'victim': [{'attachments': [], 'end_offset': 43, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 28}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [0], 'text': 'I'}, {'value': 'future'}], 'end_offset': 43, 'labels': ['MoveVictim', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_victim', 'span': 'transport the critical victim', 'start_offset': 14}]"
well let me fix it,"[{'attachments': [], 'end_offset': 16, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command', 'span': 'fix', 'start_offset': 13}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
actually I'll transport the A C and C is closer but yeah,"[{'attachments': [], 'end_offset': 57, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 53}, {'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 24, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'transport', 'start_offset': 15}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}, {'value': 'future'}], 'end_offset': 24, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will transport', 'start_offset': 11}]"
I'll take you out take the,"[{'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 10, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'take', 'start_offset': 6}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [0], 'text': 'I'}, {'value': 'future'}], 'end_offset': 10, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will take', 'start_offset': 2}]"
Vega,[]
will do,[]
and can you change the sign of that now and that's fine,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 19, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'change', 'start_offset': 13}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [2], 'text': 'you'}], 'end_offset': 19, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'can you change', 'start_offset': 5}]"
good job all right let's go to H1,"[{'attachments': [], 'end_offset': 19, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 10}, {'attachments': [], 'end_offset': 9, 'labels': ['Encouragement', 'Positive', 'Sentiment', 'Concept'], 'rule': 'encouragement1', 'span': 'good job', 'start_offset': 1}, {'attachments': [], 'end_offset': 34, 'labels': ['H1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h1', 'span': 'H1', 'start_offset': 32}, {'attachments': [], 'end_offset': 23, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_let', 'span': 'let', 'start_offset': 20}, {'attachments': [], 'end_offset': 28, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command', 'span': 'go', 'start_offset': 26}, {'arguments': {'target': [{'attachments': [], 'end_offset': 34, 'labels': ['H1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h1', 'span': 'H1', 'start_offset': 32}]}, 'attachments': [], 'end_offset': 34, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_action', 'span': 'go to H1', 'start_offset': 26}]"
that's also critical here oh no victim here,"[{'attachments': [], 'end_offset': 39, 'labels': ['NoVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'no_victim_one', 'span': 'no victim', 'start_offset': 30}]"
yep,[]
it's the same one right now,[]
all right into the dissection yeah,"[{'attachments': [], 'end_offset': 10, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 1}, {'attachments': [], 'end_offset': 35, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 31}]"
okay now let's go through D3 it go through D4 come down this way and then in this room there's a regular victim oh yeah right here all right,"[{'attachments': [], 'end_offset': 141, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 132}, {'arguments': {'first': [{'arguments': {'direction': [{'attachments': [], 'end_offset': 56, 'labels': ['Down', 'Relative', 'Direction', 'Concept'], 'rule': 'down_directions', 'span': 'down', 'start_offset': 52}]}, 'attachments': [], 'end_offset': 56, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_direction', 'span': 'come down', 'start_offset': 47}], 'second': [{'attachments': [], 'end_offset': 87, 'labels': ['Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_detection', 'span': 'room', 'start_offset': 83}]}, 'attachments': [], 'end_offset': 87, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'come down this way and then in this room', 'start_offset': 47}, {'attachments': [], 'end_offset': 74, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence2', 'span': 'then', 'start_offset': 70}, {'attachments': [], 'end_offset': 112, 'labels': ['RegularVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'regular_victim_one', 'span': 'regular victim', 'start_offset': 98}, {'attachments': [], 'end_offset': 112, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 106}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 120, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 116}, {'attachments': [], 'end_offset': 29, 'labels': ['D3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d3', 'span': 'D3', 'start_offset': 27}, {'attachments': [], 'end_offset': 46, 'labels': ['D4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d4', 'span': 'D4', 'start_offset': 44}, {'arguments': {'topic': [{'arguments': {'target': [{'attachments': [], 'end_offset': 29, 'labels': ['D3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d3', 'span': 'D3', 'start_offset': 27}]}, 'attachments': [], 'end_offset': 29, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_action', 'span': 'go through D3', 'start_offset': 16}]}, 'attachments': [], 'end_offset': 29, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command_topic_let', 'span': ""let 's go through D3"", 'start_offset': 10}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 112, 'labels': ['RegularVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'regular_victim_one', 'span': 'regular victim', 'start_offset': 98}]}, 'attachments': [], 'end_offset': 112, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'existential', 'span': ""there 's a regular victim"", 'start_offset': 88}, {'arguments': {'direction': [{'attachments': [], 'end_offset': 56, 'labels': ['Down', 'Relative', 'Direction', 'Concept'], 'rule': 'down_directions', 'span': 'down', 'start_offset': 52}]}, 'attachments': [], 'end_offset': 56, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_direction', 'span': 'come down', 'start_offset': 47}, {'arguments': {'target': [{'attachments': [], 'end_offset': 46, 'labels': ['D4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d4', 'span': 'D4', 'start_offset': 44}]}, 'attachments': [{'agentType': 'Entity', 'labels': ['Entity', 'Concept'], 'span': [7], 'text': 'it'}], 'end_offset': 46, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_action', 'span': 'go through D4', 'start_offset': 33}, {'arguments': {'target': [{'attachments': [], 'end_offset': 29, 'labels': ['D3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d3', 'span': 'D3', 'start_offset': 27}]}, 'attachments': [], 'end_offset': 29, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_action', 'span': 'go through D3', 'start_offset': 16}]"
