utt,labels,tokenized
 I am putting a victim type A outside the door,"Triage{agent:{I}, target:{a victim type A}, location:{outside the door}}/Victim","[12, 2]"
 appreciated there's also a critical victim in here someone,"CriticalVictim/KnowledgeSharing{exists:{a critical victim}, location:{in here}}","[1, 13]"
 yes,0,[0]
 I'm taking care of that a victim,"Triage{agent:{I}, target:{that a victim}}",[12]
 engineer you're on the way to the SOS right,"Engineer/Movement{agent:{you}, target:{to the SOS}}","[4, 10]"
 okay,0,[0]
 you are good,0,[0]
 C6 is clear,Room,[3]
 or yeah,0,[0]
 perfect,0,[0]
 thank you,0,[0]
and then yeah we've got most we got the left side clear doubt at this point,Precedence{second:{then}},[11]
 yo,0,[0]
 C I was gonna go over there,"Plan{topic:{gonna go}, agent:{I}}",[20]
 I am currently stuck in C3,"ReportLocation{agent:{I}, location:{C2}/HelpRequest{agent:{I}, location:{C2}}/Room","[14, 3]"
 and there's also a critical in here,"KnowledgeSharing{exists:{a critical}, location:{in here}}/CriticalVictim","[13, 1]"
 oh shit I just realized this is going to sound,0,[0]
 uh no not yet I did,0,[0]
 this is going to sound really dumb I just realized all the rooms have fucking labels on them,Room,[3]
 and engineer can you free me again,"Engineer/HelpRequest{agent:{me}, helper:{you}}/YesNoQuestion{topic:{you free me again}}","[4, 16]"
 no lag Spike there,0,[0]
 and this is the day,0,[0]
 that is a B I have,0,[0]
 if you guys want to go into the middle if you see where I'm putting down all the SOS markers in here there's a critical behind at barrier if you want it TT mint,"MarkerBlock/KnowledgeSharing{exists:{a critical}, location:{behind at barrier}}","[8, 13]"
 C here,0,[0]
 I am currently in D4 and I have a critical of someone could help me,"ReportLocation{agent:{I}, location:{D4}/HelpRequest{agent:{me}, location:{D4}, helper:{someone}}/Room","[14, 3]"
 and I'm also trapped yep,HelpRequest{agent:{I}},[16]
 her friend by there's another spot right there you can go through,"KnowledgeSharing{exists:{another spot}, location:{right there}}",[13]
 yeah,0,[0]
 yeah our map is fucked,0,[0]
 that one this is a critical eye cannot see my map right now cool okay so,0,[0]
 e c,0,[0]
 yep,0,[0]
 and there was okay,0,[0]
 honestly,0,[0]
 yeah,0,[0]
 I have there is an a outside of the C room,"Victim/KnowledgeSharing{exists:{an a}, location:{outside of the C room}}/Room","[2, 13, 3]"
 I'm a red red,0,[0]
 I can grab that eggs,0,[0]
 all right,0,[0]
 I'm an engineer I am trapped inside the place I was trapped before with the double doors transporter just walked past me,"Engineer/HelpRequest{agent:{I}, location:{inside the place}}/ReportLocation{agent{I}, location:{inside the place}}/Precedence{first:{transporter just walked past me}, second:{I was trapped}}/Transporter","[4, 16, 5]"
 oh I see ya out by the the C entrance at the bottom and then right here,0,[0]
 okay if you actually if you go this way this door this is where we need to be going,0,[0]
 into here around this way,0,[0]
alright right around the corner here,0,[0]
and then there's a critical there's a critical down this way to that they need broken into the I just got blocked in as well,"CriticalVictim/CriticalVictim/KnowledgeSharing{exists:{a critical}}/KnowledgeSharing{exists:{a critical}, location:{down this way}/HelpRequest{agent:{I}, location:{in}}","[1, 1, 13]"
 maps,0,[0]
 Roger that taken care of the C I'll be back in a minute,"Plan{topic:{be back}, agent:{I}}",[20]
 don't nothing back there,0,[0]
 yeah I'd be surprised if you don't,0,[0]
 could you come in there is a critical,YesNoQuestion{topic:{you come in there}}/KnowledgeSharing{exists:{a critical}}/CriticalVictim,"[18, 1]"
 are GPS is bag,0,[0]
 all right what kind was trapped me in,Question{topic:{what kind}},[17]
 okay so this is a c,CriticalVictim,[1]
 okay and then,Precedence{second:{then}},[11]
 okay,0,[0]
 yes I have an SOS that's a c,CriticalVictim,[1]
 we are all good,0,[0]
 the D4 should be cleared,Room,[3]
 yeah let's go to i2a cuz it's a really critical one I think we should focus on getting,Instruction{topic:{go to i2a}}/Room/CriticalVictim,"[19, 3, 1]"
 definitely,0,[0]
 I'm not even checking out age they can burn,0,[0]
 exactly,0,[0]
 all right through here probably going to shut all this isn't it,0,[0]
 and then on that green hallway there is some critical Zone,Precedence{second:{then}}/KnowledgeSharing{exists:{some critical Zone}},[11]
 we're not i2a,Room,[3]
 we are coming out of I2 I have a c right here and this is clear,"Plan{topic:{coming out of I2}, agent:{I}}/Room/CriticalVictim","[20, 3, 1]"
 all right and your mom follow me,0,[0]
 yeah I got us beaten our old score so that's two minutes to go,0,[0]
 you got it all right,0,[0]
 until I get locked in,HelpRequest{agent:{i}},[16]
 transfer you on take this one it's a b hold on right there that's a c that's a c,Instruction{topic:{transfer you}}/Victim/Instruction{topic:{hold on}}/CriticalVictim/CriticalVictim,"[19, 1, 1]"
 okay I'm playing the B outside the door,Room,[3]
 all right I'm still oh my gosh,0,[0]
 awesome got that b,0,[0]
 that was like the hardest lag Spike,0,[0]
 that hurt,0,[0]
 okay,0,[0]
 Roger that,0,[0]
 yeah there's two critical Zone this side yep,0,[0]
 I'm in L3 clear in this out medic,"ReportLocation{agent:{I}, location:{L3}}/Room/Medic","[14, 3, 6]"
 there's two in here one critical one normal,"KnowledgeSharing{exists:{two}, location:{in here}}/CriticalVictim/Victim","[13, 1, 2]"
 you got 20 seconds left we can just get the critical and dip,CriticalVictim,[1]
 what room engineer,Room/Engineer,"[3, 4]"
yep what room engineer,Room/Engineer,"[3, 4]"
 L3 okay I'm coming up there,"Room/Movement{agent:{I}, target:{there}}","[3, 10]"
 okay,0,[0]
 oh yep,0,[0]
 what about Improvement,0,[0]
 Ikea we did great,0,[0]
 Open Door,0,[0]
and this is engineer I just finished the survey,Engineer,[4]
transporter just finished Hill,Transporter,[5]
move,Instruction{topic:{move}},[19]
okay there's three severe rooms three moderate rooms and three mild rooms in terms of danger,Room/Room/Room,"[3, 3, 3]"
yep,0,[0]
 yeah,0,[0]
 no I transporter here I think we should start along the a section and go all the way to D and E and F and whatnot but this is specifically to medic I wouldn't step in a room with like because you I think you you're able to see the rubble so you don't want to get trapped so if you C Rubble don't enter that room unless the engineer Zone already because I won't enter into that room but I will label that there's Rubble but I'm gonna I'm gonna,"Transporter/Medic/Rubble/Instruction{topic:{enter that room}}/Engineer/Rubble/Plan{topic:{won't enter into}, agent:{I}}/Plan{topc:{will label}, agent:{I}}/Rubble/KnowledgeSharing{exists:{rubble}}","[5, 6, 7, 19]"
 along medic to every single room and I would prioritize the regular victims until the engineer gets to you because,"Medic/Room/Plan{topic:{would prioritize}, agent:{I}}/Victim/Engineer/Movement{agent:{engineer}, target:{you}}","[6, 3, 20]"
the severe room c yeah they're in there most likely in severe rooms,"Room/KnowledgeSharing{exists:{they}, location:{in severe rooms}}/Room","[3, 13, 3]"
 yeah that makes sense yeah I have I just I have knowledge that there were meetings going on at the time of the disaster and most meetings were being held on the right on the East right side of the map okay,Meeting/Meeting,"[9, 9]"
 I think we start on the right start on the right not on the left yeah start on the right,"Instruction{topic:{start on}, agent:{we}}",[19]
 yeah,0,[0]
 okay let's let's hit em on the far right let's go all the way down,Instruction{topic:{hit}}/Instruction{topic:{go all the way down}},[19]
 notice that M1 and M3 both are hazards K2 and j4 are as well on that side,Room/Room/Room/Room,"[3, 3, 3, 3]"
 okay so so M M1 is a hazard what else,Room,[3]
 okay so I'm going to go into M2,"Plan{topic:{go into M2}, agent:{I}}/Room","[20, 3]"
 also if you come across a victim just put them outside the room,Victim/Instruction{topic:{put them outside the room}},"[2, 19]"
 M3 also has a critical victim,Room/CriticalVictim,"[3, 1]"
 okay,0,[0]
 medic where are you,Medic/Question{topic:{you}},"[6, 17]"
 nope victims,Victim,[2]
 okay M3 yellow M3 has a critical,Room/Room/CriticalVictim,"[3, 3, 1]"
 I'm here I'm here I'm clear and Rubble,"ReportLocation{agent:{I}, location:{here}}/ReportLocation{agent:{I}, location:{here}}/ReportLocation{agent:{I}, location:{here}}/Rubble","[14, 7]"
 okay,0,[0]
 okay yes it's a b,Victim,[2]
 okay medic make your way to the marker Zone The Other Side you said there was a critical victim here,"Medic/Instruction{topic:{make your way}, agent:{medic}}/MarkerBlock/KnowledgeSharing{exists:{a critical victim}, location:{here}}/CriticalVictim","[6, 19, 1]"
 M3 something there wasn't two victims,Room/Victim/KnowledgeSharing{exists:{two victims}},"[3, 2, 13]"
 okay,0,[0]
 let me just check j4 has a hazard K2 has a hazard,"Instruction{topic:{check j4}, agent:{me}}/Room/Room","[19, 3, 3]"
 yes,0,[0]
 there's a lot of no victims in the eye section,"Victim/KnowledgeSharing{exists:{no victims}, locatio:{in the eye section}}","[2, 13]"
 so that should be fun,0,[0]
 I am in K4 and yes there's Rubble here preventing me from there's two vectors to regular victims those Rubble in the way,"ReportLocation{agent:{I}, location:{K4}}/Room/Rubble/KnowledgeSharing{{exists:Rubble}, {location:{here}}/KnowledgeSharing{exists:{two vectors}}/Victim/Rubble","[14, 2, 7]"
 at K4 K on my room on the way yeah,"ReportLocation{agent:{I}, location:{K4}}/Room/Room/Movement","[14, 3, 3, 10]"
 this is a okay so this is a and this is B,Victim/Victim/Victim,"[2, 2, 2]"
 okay,0,[0]
 okay on your way down can,Movement{agent:{your}},[10]
all right done,0,[0]
 H1 H1 omigod,Room/Room,"[3, 3]"
 let me just,0,[0]
 yeah I'm going to take that okay,"Plan{topic:{take that}, agent:{I}}",[20]
fuck,0,[0]
 okay thank you,0,[0]
 and route,0,[0]
 medic sorry got trapped in j4,"Medic/Room/HelpRequest{location:{j4}, helper:{medic}}","[6, 3, 16]"
 we should probably get some victims,"Victim/Instruction{topic:{probably get some victims}, agent:{I}}","[2, 19]"
 he's awake you should be able to do it,"Instruction{topic:{to do it}, agent:{you}}",[19]
 this one is hold on the one behind you is type B I'll take care of him you take care of the critical illness,"Victim/Plan{topic:{take care of him}, agent:{I}}/Instruction{topic:{take cae of the critical illness}, agent{you}}/Triage{agent:{I}, target:{him}}/Triage{agent:{you}, target:{the critical illness}}/Victim","[2, 20, 2]"
 yes,0,[0]
 as the next,0,[0]
 yeah let's just go down go down the aisle and get all the critical zone or well all the victims already got some of the others,Instruction{topic:{just go down}}/Instruction{topic:{get all the critical zone}}/Victim/Victim,"[19, 2, 2]"
 I'm hitting K2 at the it's a hazard room,Room/Room,"[3, 3]"
 okay on my way,Movement{agent:{my}},[10]
 I will one regular type A,Victim,[2]
 came to leave,0,[0]
 okay transporter here the whole map is labeled where do you guys need me now,Transporter/Question{topic:{you guys need me}},"[5, 17]"
hand me that victim and you can go,Instruction{topic:{hand me that victim}}/Victim/Instruction{topic:{can go}},[19]
 C okay I'll just go across,"Plan{topic:{go across}, agent:{I}}",[20]
 yeah if you could just clear this area engineer,Engineer,[4]
 I can C4 thing so,Room,[3]
South Zone C is open,0,[0]
there's a couple over B K1,"KnowledgeSharing{exists:{a couple over B}, location:{K1}}/Victim/Room","[13, 2, 3]"
 checking,0,[0]
 yeah,0,[0]
 medic,Medic,[6]
 I'm not getting the sound effects for the points when I put this guy down,Victim,[2]
 I was over there and supposedly that was a critical guy,"ReportLocation{agent:{I}, location:{over there}}/KnowledgeSharing{exists:{a critical guy}}/CriticalVictim","[14, 1]"
 transporter take this he's a b b,"Transporter/Instruction{topic:{take this}, agent:{transporter}}/Victim/Victim","[5, 19, 2, 2]"
 open up,Instruction{topic:{open up}},[19]
 pass,0,[0]
 on the south side or north side,0,[0]
 Southside Vermont I'm not sure that I could be a glitch,0,[0]
 caring critical Southside C,0,[0]
 actually if you want to carry it this one to C transport,"Movement{agent:{you}, target{to C}}",[10]
 yeah there was a victim who needed to go to a and not C,Victim/KnowledgeSharing{exists:{a victim}},"[2, 13]"
 on my way,Movement{agent:{my}},[10]
 three critical Zone over here,0,[0]
 three critical c yeah,0,[0]
 okay okay,0,[0]
 okay I'm on my way back to I4,"Movement{agent:{I}, target:{I4}}/Room","[10, 3]"
 is there anybody else there also j4 j4 has a critical by the way,"YesNoQuestion{topic:{anybody}, location:{there}}/KnowledgeSharing{exists:{anybody}, location:{there}}/Room/Room/CriticalVictim","[18, 3, 3, 1]"
 all right,0,[0]
do we clear this out,YesNoQuestion{topic:{clear this out}},[18]
 yeah,0,[0]
 we should be good,0,[0]
 j4 is clear,Room,[3]
 j4 clear okay,Room,[3]
 let's let's go to the we can go to G3 that's closer than H1 actually now let's go to H1 it's got H1 because there's a lot more people down there,"Instruction{topic:{go to}}/Room/Instruction{topic:{go to}}/Room/Instruction{topic:{go to}}/Room/Room/KnowledgeSharing{exists:{a lot more people}, location:{down there}}",[19]
 and it's right by Zone C so it's easy to transport away I'm going the wrong way oops,"Movement{agent:{I}, target:{the wrong way}}",[10]
 what H1 the small room within H1 is a trap right,Room/Room/Room,"[3, 3, 3]"
 I think it just re arms,0,[0]
 you can come in here medic you can get in here he's on the other side of the injured person,Medic/Victim,"[6, 2]"
 yeah it does,0,[0]
 I'm going to transport the critical victim,"Plan{topic:{transport the critical victim}, agent:{I}}/Triage{agent:{I}, target:{the critical victim}}",[20]
 okay,0,[0]
 I'll take you out take the,"Plan{topic:{take you out}, agent:{I}}",[20]
 will do,0,[0]
 good job all right let's go to H1,Instruction{topic:{go to H1}}/Room,"[19, 3]"
 yep,0,[0]
 all right into the dissection yeah,0,[0]
 okay this one is a b,Victim,[2]
 okay,0,[0]
 oh there's another one,KnowledgeSharing{exists:{another one}}/Victim,"[13, 2]"
 so laying down the critical and fixing okay that one's okay that one was the critical,Triage{target:{the critical}/CriticalVictim/CriticalVictim,"[12, 1, 1]"
